id,abbreviation,full_name,elr,lor,mileage_from_ch,mileage_to_ch,source_doc,source_page,loaded_at
34985,MU125,,RBS3,NW1002,1870.0,2120.0,London North Western (North) Sectional Appendix March 2026.pdf,177,2026-04-30T10:47:49.403070
34986,P1,Platform 1 line,RBS3,NW1002,1870.0,2120.0,London North Western (North) Sectional Appendix March 2026.pdf,177,2026-04-30T10:47:49.403070
34987,P2,Platform 2 line,RBS3,NW1002,1870.0,2120.0,London North Western (North) Sectional Appendix March 2026.pdf,177,2026-04-30T10:47:49.403070
34988,DP,Down Penkridge,RBS3,NW1002,2160.0,2289.0,London North Western (North) Sectional Appendix March 2026.pdf,178,2026-04-30T10:47:49.403070
34989,DSF,Down Stafford Fast,RBS3,NW1002,2160.0,2289.0,London North Western (North) Sectional Appendix March 2026.pdf,178,2026-04-30T10:47:49.403070
34990,DSS,Down Stafford Slow,RBS3,NW1002,2160.0,2289.0,London North Western (North) Sectional Appendix March 2026.pdf,178,2026-04-30T10:47:49.403070
34991,SGL,Stafford Goods Loop,RBS3,NW1002,2160.0,2289.0,London North Western (North) Sectional Appendix March 2026.pdf,178,2026-04-30T10:47:49.403070
34992,UP,Up Penkridge,RBS3,NW1002,2160.0,2289.0,London North Western (North) Sectional Appendix March 2026.pdf,178,2026-04-30T10:47:49.403070
34993,UPF,Up Penkridge Fast,RBS3,NW1002,2160.0,2289.0,London North Western (North) Sectional Appendix March 2026.pdf,178,2026-04-30T10:47:49.403070
34994,UPS,Up Penkridge Slow,RBS3,NW1002,2160.0,2289.0,London North Western (North) Sectional Appendix March 2026.pdf,178,2026-04-30T10:47:49.403070
34995,USF,Up Stafford Fast,RBS3,NW1002,2160.0,2289.0,London North Western (North) Sectional Appendix March 2026.pdf,178,2026-04-30T10:47:49.403070
34996,USS,Up Stafford Slow,RBS3,NW1002,2160.0,2289.0,London North Western (North) Sectional Appendix March 2026.pdf,178,2026-04-30T10:47:49.403070
34997,D&U,,HCM2,NW1003,267.0,521.0,London North Western (North) Sectional Appendix March 2026.pdf,179,2026-04-30T10:47:49.403070
34998,D&U,,HCM2,NW1003,11962.0,11962.0,London North Western (North) Sectional Appendix March 2026.pdf,180,2026-04-30T10:47:49.403070
34999,D&U,,HCM3,NW1003,592.0,654.0,London North Western (North) Sectional Appendix March 2026.pdf,180,2026-04-30T10:47:49.403070
35000,DC,,RRN2,NW1004,1110.0,9959.0,London North Western (North) Sectional Appendix March 2026.pdf,181,2026-04-30T10:47:49.403070
35001,P1,Platform 1 line,RRN2,NW1004,1110.0,9959.0,London North Western (North) Sectional Appendix March 2026.pdf,181,2026-04-30T10:47:49.403070
35002,UC,,RRN2,NW1004,1110.0,9959.0,London North Western (North) Sectional Appendix March 2026.pdf,181,2026-04-30T10:47:49.403070
35003,DB,Down Branch,KCS1,NW1005,0.0,180.0,London North Western (North) Sectional Appendix March 2026.pdf,182,2026-04-30T10:47:49.403070
35004,DMP,Down Main Potteries,KCS1,NW1005,0.0,180.0,London North Western (North) Sectional Appendix March 2026.pdf,182,2026-04-30T10:47:49.403070
35005,GL,,KCS1,NW1005,0.0,180.0,London North Western (North) Sectional Appendix March 2026.pdf,182,2026-04-30T10:47:49.403070
35006,P3,Platform 3 line,KCS1,NW1005,0.0,180.0,London North Western (North) Sectional Appendix March 2026.pdf,182,2026-04-30T10:47:49.403070
35007,P4,Platform 4 line,KCS1,NW1005,0.0,180.0,London North Western (North) Sectional Appendix March 2026.pdf,182,2026-04-30T10:47:49.403070
35008,U&DGL,Up & Down Goods Loop,KCS1,NW1005,0.0,180.0,London North Western (North) Sectional Appendix March 2026.pdf,182,2026-04-30T10:47:49.403070
35009,UB,Up Branch,KCS1,NW1005,0.0,180.0,London North Western (North) Sectional Appendix March 2026.pdf,182,2026-04-30T10:47:49.403070
35010,UMP,Up Main Potteries,KCS1,NW1005,0.0,180.0,London North Western (North) Sectional Appendix March 2026.pdf,182,2026-04-30T10:47:49.403070
35011,DMP,Down Main Potteries,KCS1,NW1005,180.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,183,2026-04-30T10:47:49.403070
35012,GL,,KCS1,NW1005,180.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,183,2026-04-30T10:47:49.403070
35013,P1,Platform 1 line,KCS1,NW1005,180.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,183,2026-04-30T10:47:49.403070
35014,P2,Platform 2 line,KCS1,NW1005,180.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,183,2026-04-30T10:47:49.403070
35015,U&DGL,Up & Down Goods Loop,KCS1,NW1005,180.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,183,2026-04-30T10:47:49.403070
35016,U&DP,'Up & Down' Potteries,KCS1,NW1005,180.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,183,2026-04-30T10:47:49.403070
35017,UMP,Up Main Potteries,KCS1,NW1005,180.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,183,2026-04-30T10:47:49.403070
35018,U&DP,,KCS1,NW1005,480.0,12620.0,London North Western (North) Sectional Appendix March 2026.pdf,184,2026-04-30T10:47:49.403070
35019,GW735,,SYC,NW1007,140.0,339.0,London North Western (North) Sectional Appendix March 2026.pdf,185,2026-04-30T10:47:49.403070
35020,UN,,SYC,NW1007,140.0,339.0,London North Western (North) Sectional Appendix March 2026.pdf,185,2026-04-30T10:47:49.403070
35021,GBN,,SYC,NW1007,53.0,140.0,London North Western (North) Sectional Appendix March 2026.pdf,186,2026-04-30T10:47:49.403070
35022,GGSN,Gresty Green Sidings Neck,SYC,NW1007,53.0,140.0,London North Western (North) Sectional Appendix March 2026.pdf,186,2026-04-30T10:47:49.403070
35023,GLDSR,Gresty Lane Down Sidings Reception,SYC,NW1007,53.0,140.0,London North Western (North) Sectional Appendix March 2026.pdf,186,2026-04-30T10:47:49.403070
35024,GLDTS,Gresty Lane Down Through Siding,SYC,NW1007,53.0,140.0,London North Western (North) Sectional Appendix March 2026.pdf,186,2026-04-30T10:47:49.403070
35025,It,,SYC,NW1007,53.0,140.0,London North Western (North) Sectional Appendix March 2026.pdf,186,2026-04-30T10:47:49.403070
35026,LR,,SYC,NW1007,53.0,140.0,London North Western (North) Sectional Appendix March 2026.pdf,186,2026-04-30T10:47:49.403070
35027,UN,,SYC,NW1007,53.0,140.0,London North Western (North) Sectional Appendix March 2026.pdf,186,2026-04-30T10:47:49.403070
35028,DSGL,Down Salop Goods Loop,SYC,NW1007,22.0,53.0,London North Western (North) Sectional Appendix March 2026.pdf,187,2026-04-30T10:47:49.403070
35029,GBN,,SYC,NW1007,22.0,53.0,London North Western (North) Sectional Appendix March 2026.pdf,187,2026-04-30T10:47:49.403070
35030,GLDSR,Gresty Lane Down Sidings Reception,SYC,NW1007,22.0,53.0,London North Western (North) Sectional Appendix March 2026.pdf,187,2026-04-30T10:47:49.403070
35031,GLDTS,Gresty Lane Down Through Siding,SYC,NW1007,22.0,53.0,London North Western (North) Sectional Appendix March 2026.pdf,187,2026-04-30T10:47:49.403070
35032,UN,,SYC,NW1007,22.0,53.0,London North Western (North) Sectional Appendix March 2026.pdf,187,2026-04-30T10:47:49.403070
35033,CSYTSdg,Crewe South Yard Through Siding,SYC,NW1007,12.0,12.0,London North Western (North) Sectional Appendix March 2026.pdf,188,2026-04-30T10:47:49.403070
35034,DFI,Down Fast Independent,SYC,NW1007,12.0,12.0,London North Western (North) Sectional Appendix March 2026.pdf,188,2026-04-30T10:47:49.403070
35035,DSI,Down Slow Independent,SYC,NW1007,12.0,12.0,London North Western (North) Sectional Appendix March 2026.pdf,188,2026-04-30T10:47:49.403070
35036,SSNSN,Sorting Sidings North Shunting Neck,SYC,NW1007,12.0,12.0,London North Western (North) Sectional Appendix March 2026.pdf,188,2026-04-30T10:47:49.403070
35037,UFI,Up Fast Independent,SYC,NW1007,12.0,12.0,London North Western (North) Sectional Appendix March 2026.pdf,188,2026-04-30T10:47:49.403070
35038,USI,Up Slow Independent,SYC,NW1007,12.0,12.0,London North Western (North) Sectional Appendix March 2026.pdf,188,2026-04-30T10:47:49.403070
35039,BHDAS,Basford Hall Down Arrival Siding,CSG,NW1009,12485.0,12530.0,London North Western (North) Sectional Appendix March 2026.pdf,190,2026-04-30T10:47:49.403070
35040,BHUDS,Basford Hall Up Departure Siding,CSG,NW1009,12485.0,12530.0,London North Western (North) Sectional Appendix March 2026.pdf,190,2026-04-30T10:47:49.403070
35041,DE,,CSG,NW1009,12485.0,12530.0,London North Western (North) Sectional Appendix March 2026.pdf,190,2026-04-30T10:47:49.403070
35042,SHUTS,Basford Hall Up Through Siding,CSG,NW1009,12485.0,12530.0,London North Western (North) Sectional Appendix March 2026.pdf,190,2026-04-30T10:47:49.403070
35043,UI,,CSG,NW1009,12485.0,12530.0,London North Western (North) Sectional Appendix March 2026.pdf,190,2026-04-30T10:47:49.403070
35044,ALL,,CSG,NW1009,12530.0,12569.0,London North Western (North) Sectional Appendix March 2026.pdf,191,2026-04-30T10:47:49.403070
35045,BHDAS,Basford Hall Down Arrival Siding,CSG,NW1009,12530.0,12569.0,London North Western (North) Sectional Appendix March 2026.pdf,191,2026-04-30T10:47:49.403070
35046,BHUTS,Basford Hall Up Through Siding,CSG,NW1009,12530.0,12569.0,London North Western (North) Sectional Appendix March 2026.pdf,191,2026-04-30T10:47:49.403070
35047,CD,,CSG,NW1009,12530.0,12569.0,London North Western (North) Sectional Appendix March 2026.pdf,191,2026-04-30T10:47:49.403070
35048,DFI,,CSG,NW1009,12530.0,12569.0,London North Western (North) Sectional Appendix March 2026.pdf,191,2026-04-30T10:47:49.403070
35049,Id,,CSG,NW1009,12530.0,12569.0,London North Western (North) Sectional Appendix March 2026.pdf,191,2026-04-30T10:47:49.403070
35050,LEI,,CSG,NW1009,12530.0,12569.0,London North Western (North) Sectional Appendix March 2026.pdf,191,2026-04-30T10:47:49.403070
35051,OSI,,CSG,NW1009,12530.0,12569.0,London North Western (North) Sectional Appendix March 2026.pdf,191,2026-04-30T10:47:49.403070
35052,BHHS,Basford Hall Holding Siding,CSG,NW1009,12569.0,12604.0,London North Western (North) Sectional Appendix March 2026.pdf,192,2026-04-30T10:47:49.403070
35053,BHUA,Basford Hall Up Arrival (No.1 & No.2 Sdgs),CSG,NW1009,12569.0,12604.0,London North Western (North) Sectional Appendix March 2026.pdf,192,2026-04-30T10:47:49.403070
35054,BHUL Sdg,Basford Hall Up Loop Siding,CSG,NW1009,12569.0,12604.0,London North Western (North) Sectional Appendix March 2026.pdf,192,2026-04-30T10:47:49.403070
35055,CCSN,Crewe Coal Siding Neck,CSG,NW1009,12569.0,12604.0,London North Western (North) Sectional Appendix March 2026.pdf,192,2026-04-30T10:47:49.403070
35056,CSYTSdg,Crewe South Yard Through Siding,CSG,NW1009,12569.0,12604.0,London North Western (North) Sectional Appendix March 2026.pdf,192,2026-04-30T10:47:49.403070
35057,DFI,,CSG,NW1009,12569.0,12604.0,London North Western (North) Sectional Appendix March 2026.pdf,192,2026-04-30T10:47:49.403070
35058,DSI,,CSG,NW1009,12569.0,12604.0,London North Western (North) Sectional Appendix March 2026.pdf,192,2026-04-30T10:47:49.403070
35059,UFI,,CSG,NW1009,12569.0,12604.0,London North Western (North) Sectional Appendix March 2026.pdf,192,2026-04-30T10:47:49.403070
35060,USI,,CSG,NW1009,12569.0,12604.0,London North Western (North) Sectional Appendix March 2026.pdf,192,2026-04-30T10:47:49.403070
35061,CSYTSdg,Crewe South Yard Through Siding,BHI,NW1009,12604.0,12632.0,London North Western (North) Sectional Appendix March 2026.pdf,193,2026-04-30T10:47:49.403070
35062,DFI,Down Fast Independent,BHI,NW1009,12604.0,12632.0,London North Western (North) Sectional Appendix March 2026.pdf,193,2026-04-30T10:47:49.403070
35063,DMI,Down Manchester Independent,BHI,NW1009,12604.0,12632.0,London North Western (North) Sectional Appendix March 2026.pdf,193,2026-04-30T10:47:49.403070
35064,DSI,Down Slow Independent,BHI,NW1009,12604.0,12632.0,London North Western (North) Sectional Appendix March 2026.pdf,193,2026-04-30T10:47:49.403070
35065,DU,Down Liverpool Independent,BHI,NW1009,12604.0,12632.0,London North Western (North) Sectional Appendix March 2026.pdf,193,2026-04-30T10:47:49.403070
35066,UFI,,BHI,NW1009,12604.0,12632.0,London North Western (North) Sectional Appendix March 2026.pdf,193,2026-04-30T10:47:49.403070
35067,UMI,Up Manchester Independent,BHI,NW1009,12604.0,12632.0,London North Western (North) Sectional Appendix March 2026.pdf,193,2026-04-30T10:47:49.403070
35068,USI,,BHI,NW1009,12604.0,12632.0,London North Western (North) Sectional Appendix March 2026.pdf,193,2026-04-30T10:47:49.403070
35069,UU,Up Liverpool Independent,BHI,NW1009,12604.0,12632.0,London North Western (North) Sectional Appendix March 2026.pdf,193,2026-04-30T10:47:49.403070
35070,DLI,Down Liverpool Independent,BHI,NW1009,12650.0,13010.0,London North Western (North) Sectional Appendix March 2026.pdf,194,2026-04-30T10:47:49.403070
35071,DMI,,BHI,NW1009,12650.0,13010.0,London North Western (North) Sectional Appendix March 2026.pdf,194,2026-04-30T10:47:49.403070
35072,FULL,,BHI,NW1009,12650.0,13010.0,London North Western (North) Sectional Appendix March 2026.pdf,194,2026-04-30T10:47:49.403070
35073,U&DP,Up & Down Platform,BHI,NW1009,12650.0,13010.0,London North Western (North) Sectional Appendix March 2026.pdf,194,2026-04-30T10:47:49.403070
35074,ULI,Up Liverpool Independent,BHI,NW1009,12650.0,13010.0,London North Western (North) Sectional Appendix March 2026.pdf,194,2026-04-30T10:47:49.403070
35075,UMI,,BHI,NW1009,12650.0,13010.0,London North Western (North) Sectional Appendix March 2026.pdf,194,2026-04-30T10:47:49.403070
35078,FULL,,CMP1,NW1009,12650.0,13010.0,London North Western (North) Sectional Appendix March 2026.pdf,194,2026-04-30T10:47:49.403070
35079,U&DP,Up & Down Platform,CMP1,NW1009,12650.0,13010.0,London North Western (North) Sectional Appendix March 2026.pdf,194,2026-04-30T10:47:49.403070
35082,Coal,,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35083,DFI,Down Fast Independent,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35084,DLI,Down Liverpool Independent,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35085,DMI,Down Manchester Independent,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35086,DSI,Down Slow Independent,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35087,UFI,Up Fast Independent,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35088,ULI,Up Liverpool Independent,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35089,UMI,Up Manchester Independent,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35090,USI,Up Slow Independent,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35091,Yard,,GSG,NW1011,0.0,37.0,London North Western (North) Sectional Appendix March 2026.pdf,195,2026-04-30T10:47:49.403070
35092,BHUA 1,Basford Hall Up Arrival No.1 (Siding),CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35093,BHUA2,Basford Hall Up Arrival No.2 (Siding),CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35094,BHUL,Basford Hall Up Loop (Siding),CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35095,DFI,Down Fast Independent,CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35096,DSI,Down Slow Independent,CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35097,DSo,Down Sorting,CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35098,SSNSN,Sorting Sidings North Shunting Neck,CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35099,UFI,Up Fast Independent,CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35100,USI,Up Slow Independent,CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35101,USo,Up Sorting,CSG,NW1013,12583.0,12600.0,London North Western (North) Sectional Appendix March 2026.pdf,196,2026-04-30T10:47:49.403070
35102,DSo,Down Sorting,CSG,NW1013,12600.0,12615.0,London North Western (North) Sectional Appendix March 2026.pdf,197,2026-04-30T10:47:49.403070
35103,GL DT Sdg,Gresty Lane Down Through Siding,CSG,NW1013,12600.0,12615.0,London North Western (North) Sectional Appendix March 2026.pdf,197,2026-04-30T10:47:49.403070
35104,USo,Up Sorting,CSG,NW1013,12600.0,12615.0,London North Western (North) Sectional Appendix March 2026.pdf,197,2026-04-30T10:47:49.403070
35105,DFI,Down Fast Independent,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35106,DMI,Down Manchester Independent,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35107,DSal,Down Salop,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35108,DU,Down Liverpool Independent,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35109,Hall,,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35110,OED AID,D.E.D. Access / Departure,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35111,OSI,Down Slow Independent,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35112,UFI,Up Fast Independent,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35113,UMI,Up Manchester Independent,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35114,USI,Up Slow Independent,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35115,USal,Up Salop,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35116,UU,Up Liverpool Independent,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
35117,Yard,,CIL,NW1015,12623.0,12664.0,London North Western (North) Sectional Appendix March 2026.pdf,199,2026-04-30T10:47:49.403070
