elr,mileage_raw,mileage_ch,mileage_decimal,type,name,easting,northing,latitude,longitude
CGJ7,37.1694,37m 77ch,37.1694,Authorised Access Point '-' Pedestrian,Shap Summit Pedestrian,356780.0,511580.0,54.49757,-2.6674
CGJ7,38.0777,38m 35ch,38.0777,Authorised Access Point '-' Pedestrian,NOT AVAILABLE,356761.0,512357.0,54.50455,-2.66781
CGJ7,38.1747,38m 79ch,38.1747,Authorised Access Point '-' Pedestrian,SHAP ATS 25KV SUBSTATION,356832.0,513184.0,54.51199,-2.66683
CGJ7,39.0097,39m 04ch,39.0097,Authorised Access Point '-' Vehicle,SHAP QUARRY,356836.0,513337.0,54.51337,-2.66679
CGJ7,39.0275,39m 12ch,39.0275,Authorised Access Point '-' Pedestrian,Shap,356805.0,513524.0,54.51504,-2.6673
CGJ7,39.1205,39m 55ch,39.1205,Authorised Access Point '-' Vehicle,SHAP STATION <FORMER>,356716.0,514343.0,54.5224,-2.66879
CGJ7,40.0439,40m 20ch,40.0439,Authorised Access Point '-' Pedestrian,FOOTBRIDGE 128 '-' PARKERS,356532.0,515230.0,54.53035,-2.67177
CGJ7,41.1719,41m 78ch,41.1719,Authorised Access Point '-' Vehicle,ACCESS BY BGE.136,355545.0,517704.0,54.5525,-2.68739
CGJ7,42.0000,42m 00ch,42.0,Authorised Access Point '-' Pedestrian,HARRISONS,355518.0,517711.0,54.55256,-2.68781
CGJ7,42.1020,42m 46ch,42.102,Authorised Access Point '-' Vehicle,SHAP BECK '-' ACCESS BY BGE.139,355830.0,518616.0,54.56072,-2.68312
CGJ7,43.1100,43m 50ch,43.11,Authorised Access Point '-' Pedestrian,Little Strickland,355792.0,520230.0,54.57523,-2.68396
CGJ7,45.0173,45m 08ch,45.0173,Authorised Access Point '-' Vehicle,GREATSTRICKLAND <BGE.148>,355027.0,522391.0,54.59458,-2.69612
CGJ7,45.0554,45m 25ch,45.0554,Authorised Access Point '-' Vehicle,GREAT STRICKLAND MPATS 25KV SUBSTATION,355039.0,522724.0,54.59757,-2.69599
CGJ7,45.0576,45m 26ch,45.0576,Authorised Access Point '-' Pedestrian,Great Strickland MPATS,355036.0,522744.0,54.59775,-2.69604
CGJ7,46.0963,46m 44ch,46.0963,Authorised Access Point '-' Pedestrian,<BGE.154,354233.0,524496.0,54.61343,-2.70874
CGJ7,47.0065,47m 03ch,47.0065,Authorised Access Point '-' Vehicle,CLIFTON SAWMILL,354069.0,525256.0,54.62024,-2.7114
CGJ7,47.0555,47m 25ch,47.0555,Authorised Access Point '-' Pedestrian,BRIDGE 157,354019.0,525644.0,54.62372,-2.71223
CGJ7,47.0962,47m 44ch,47.0962,Authorised Access Point '-' Pedestrian,TOWNEND ROAD BRIDGE 158,353999.0,526070.0,54.62755,-2.71261
CGJ7,48.0071,48m 03ch,48.0071,Authorised Access Point '-' Pedestrian,BRIDGE 161,353500.0,526717.0,54.63332,-2.72044
CGJ7,48.1349,48m 61ch,48.1349,Authorised Access Point '-' Pedestrian,BRIDGE 165 <EWES CRAG>,352417.0,527079.0,54.63647,-2.73728
CGJ7,49.0596,49m 27ch,49.0596,Authorised Access Point '-' Vehicle,GLENDOWN FARM,351545.0,527346.0,54.63879,-2.75083
CGJ7,49.0657,49m 30ch,49.0657,Authorised Access Point '-' Pedestrian,CLIFTON VILLAGE FOOT CROSSING,351487.0,527383.0,54.63911,-2.75174
CGJ7,49.1184,49m 54ch,49.1184,Authorised Access Point '-' Pedestrian,BRIDGE 166,351121.0,527690.0,54.64184,-2.75746
CGJ7,50.0465,50m 21ch,50.0465,Authorised Access Point '-' Pedestrian,REDHILLS,350646.0,528505.0,54.64912,-2.76496
CGJ7,50.1592,50m 72ch,50.1592,Authorised Access Point '-' Vehicle,PENRITH DEPOT,350955.0,529515.0,54.65822,-2.76034
CGJ7,50.1667,50m 76ch,50.1667,Authorised Access Point '-' Vehicle,PENRITH SOUTH JUNCTION,350924.0,529494.0,54.65803,-2.76081
CGJ7,51.0291,51m 13ch,51.0291,Authorised Access Point '-' Pedestrian,Station Front,351172.0,529906.0,54.66176,-2.75704
CGJ7,51.0506,51m 23ch,51.0506,Authorised Access Point '-' Vehicle,PENRITH,351076.0,529862.0,54.66135,-2.75852
CGJ7,51.0880,51m 40ch,51.088,Authorised Access Point '-' Vehicle,PENRITH SIDINGS'-'BRIDGE 174,351131.0,530290.0,54.66521,-2.75774
CGJ7,51.1310,51m 60ch,51.131,Authorised Access Point '-' Pedestrian,PENRITH FS 25KV SUBSTATION,350968.0,530651.0,54.66843,-2.76033
CGJ7,51.1371,51m 62ch,51.1371,Authorised Access Point '-' Pedestrian,LARK LANE,350938.0,530698.0,54.66885,-2.7608
CGJ7,51.1383,51m 63ch,51.1383,Authorised Access Point '-' Pedestrian,Lark Lane,350927.0,530700.0,54.66887,-2.76097
CGJ7,51.1712,51m 78ch,51.1712,Authorised Access Point '-' Pedestrian,Thacka Lane,350771.0,530969.0,54.67127,-2.76343
CGJ7,53.0341,53m 16ch,53.0341,Authorised Access Point '-' Pedestrian,LONG ASHES XING,349688.0,532602.0,54.68584,-2.78051
CGJ7,54.0330,54m 15ch,54.033,Authorised Access Point '-' Vehicle,KITCHEN HILL BRIDGE 184,349645.0,534169.0,54.69992,-2.78145
