elr,mileage_raw,mileage_ch,mileage_decimal,type,name,easting,northing,latitude,longitude
MCJ2,38.0440,38m 20ch,38.044,Authorised Access Point '-' Vehicle,Aylesbury Station Car Park,481709.0,213491.0,51.81362,-0.81457
MCJ2,38.0800,38m 36ch,38.08,Authorised Access Point '-' Pedestrian,Multiculture centre,481397.4,213590.5,51.81456,-0.81906
MCJ2,38.0880,38m 40ch,38.088,Authorised Access Point '-' Vehicle,Oxford Road <A418> Aylesbury <Br. 160>,481326.0,213606.0,51.81471,-0.82009
MCJ2,39.0051,39m 02ch,39.0051,Authorised Access Point '-' Pedestrian,Griffin Lane Foot Crossing,480572.0,214005.0,51.81841,-0.83094
MCJ2,39.0880,39m 40ch,39.088,Authorised Access Point '-' Pedestrian,"Rabans Lane, Aylesbury <Br. 167>",479925.0,214413.0,51.82217,-0.84023
MCJ2,40.0880,40m 40ch,40.088,Authorised Access Point '-' Vehicle,Aylesbury Vale Parkway Station,478642.0,215386.0,51.8311,-0.85862
MCJ2,40.0880,40m 40ch,40.088,Authorised Access Point '-' Pedestrian,Aylesbury Vale Parkway Station,478642.0,215386.0,51.8311,-0.85862
MCJ2,40.0910,40m 41ch,40.091,Authorised Access Point '-' Vehicle,Aylesbury Vale Parkway Station,478602.0,215390.0,51.83114,-0.8592
MCJ2,40.0910,40m 41ch,40.091,Authorised Access Point '-' Pedestrian,Aylesbury Vale Parkway Station,478602.0,215390.0,51.83114,-0.8592
MCJ2,40.1144,40m 52ch,40.1144,Authorised Access Point '-' Pedestrian,Bicester Road <A41> <Br. 175>,478464.0,215544.0,51.83255,-0.86117
MCJ2,43.0000,43m 00ch,43.0,Authorised Access Point '-' Road'-'Rail Machines,Blackgrove Road Access Point BR. 179,475750.0,217922.0,51.8543,-0.90003
MCJ2,44.0440,44m 20ch,44.044,Authorised Access Point '-' Vehicle,"Bucks Railway Centre, Quainton",473890.0,218951.0,51.8638,-0.92681
MCJ3,160.0440,160m 20ch,160.044,Authorised Access Point '-' Pedestrian,Unclassified Rd from Quainton to Edgcott <Br. 570>,472012.0,220791.0,51.88059,-0.9537
MCJ4,0.0000,0m 00ch,0.0,Authorised Access Point '-' Vehicle,Claydon Junction '-' Shepherd's Furze Farm,468673.0,225727.0,51.92539,-1.00122
MCL,0.1500,0m 68ch,0.15,Authorised Access Point '-' Vehicle,Farringdon,531499.0,181928.0,51.52046,-0.10444
MCL,1.1386,1m 63ch,1.1386,Authorised Access Point '-' Pedestrian,York Road Tunnel,530195.0,184004.0,51.53942,-0.12246
MCL,2.0242,2m 11ch,2.0242,Authorised Access Point '-' Pedestrian,St. Pancras International Station Platform A and B,530002.0,183090.0,51.53125,-0.12558
MCL,3.1276,3m 58ch,3.1276,Authorised Access Point '-' Vehicle,Murphys Yard South RRAP,528667.0,185528.0,51.55347,-0.14393
MDL1,32.0420,32m 19ch,32.042,Authorised Access Point '-' Vehicle,Ravensthorpe Station,422830.0,419949.0,53.67528,-1.65436
MDL1,32.0467,32m 21ch,32.0467,Authorised Access Point '-' Vehicle,,422775.0,419917.0,53.675,-1.6552
MDL1,32.0538,32m 24ch,32.0538,Authorised Access Point '-' Vehicle,,422833.0,419948.0,53.67527,-1.65432
MDL1,32.0538,32m 24ch,32.0538,Authorised Access Point '-' Pedestrian,,422833.0,419948.0,53.67527,-1.65432
MDL1,32.0590,32m 27ch,32.059,Authorised Access Point '-' Vehicle,Ravensthorpe,422956.0,420037.0,53.67607,-1.65245
MDL1,32.0660,32m 30ch,32.066,Authorised Access Point '-' Vehicle,,422925.0,420010.0,53.67583,-1.65292
MDL1,32.0720,32m 33ch,32.072,Authorised Access Point '-' Road'-'Rail Machines,RAVENSTHORPE STATION RRAP,423045.0,420117.0,53.67678,-1.6511
MDL1,32.0928,32m 42ch,32.0928,Authorised Access Point '-' Vehicle,Ravensthorpe,423159.0,420268.0,53.67813,-1.64936
MDL1,33.0660,33m 30ch,33.066,Authorised Access Point '-' Pedestrian,"Toad Holes, Dewsbury",423879.0,421313.0,53.6875,-1.63838
MDL1,33.1376,33m 63ch,33.1376,Authorised Access Point '-' Pedestrian,Dewsbury Station,424308.0,421794.0,53.6918,-1.63184
MDL1,33.1394,33m 63ch,33.1394,Authorised Access Point '-' Pedestrian,Dewsbury Station,424325.0,421800.0,53.69185,-1.63159
MDL1,33.1531,33m 70ch,33.1531,Authorised Access Point '-' Vehicle,Dewsbury Station,424398.0,421902.0,53.69277,-1.63047
MDL1,34.0233,34m 11ch,34.0233,Authorised Access Point '-' Pedestrian,"Lower Peel Street, Dewsbury",424522.0,422309.0,53.69642,-1.62856
MDL1,34.0433,34m 20ch,34.0433,Authorised Access Point '-' Pedestrian,"Wood Lane, Crackenedge",424518.0,422486.0,53.69801,-1.62861
MDL1,35.0204,35m 09ch,35.0204,Authorised Access Point '-' Pedestrian,Batley Station,424982.0,423791.0,53.70972,-1.62147
MDL1,35.1254,35m 57ch,35.1254,Authorised Access Point '-' Vehicle,Batley SB,424833.0,424740.0,53.71826,-1.62366
MDL1,35.1254,35m 57ch,35.1254,Authorised Access Point '-' Vehicle,Batley SB,424833.0,424740.0,53.71826,-1.62366
MDL1,35.1619,35m 74ch,35.1619,Authorised Access Point '-' Pedestrian,Howley Mill Lane FB34,424851.0,425072.0,53.72124,-1.62336
MDL1,38.0532,38m 24ch,38.0532,Authorised Access Point '-' Pedestrian,Morley Station,427030.0,428216.0,53.74939,-1.59006
MDL1,38.0542,38m 25ch,38.0542,Authorised Access Point '-' Pedestrian,Morley Station,427036.0,428222.0,53.74945,-1.58997
MDL1,38.0579,38m 26ch,38.0579,Authorised Access Point '-' Pedestrian,,427062.0,428244.0,53.74964,-1.58957
MDL1,38.0618,38m 28ch,38.0618,Authorised Access Point '-' Vehicle,,427091.0,428265.0,53.74983,-1.58913
MDL1,38.0628,38m 29ch,38.0628,Authorised Access Point '-' Vehicle,Morley Station,427099.0,428274.0,53.74991,-1.58901
MDL1,38.1067,38m 48ch,38.1067,Authorised Access Point '-' Vehicle,,427469.0,428411.0,53.75112,-1.58338
MDL1,38.1067,38m 48ch,38.1067,Authorised Access Point '-' Pedestrian,Old Gasworks Crossing. Peadestrian Access Gate,427467.0,428420.0,53.7512,-1.58341
MDL1,38.1116,38m 51ch,38.1116,Authorised Access Point '-' Pedestrian,Natasha Elliott FB 37AA,427511.0,428422.0,53.75122,-1.58274
MDL1,38.1650,38m 75ch,38.165,Authorised Access Point '-' Pedestrian,,427863.0,428752.0,53.75417,-1.57738
MDL1,38.1694,38m 77ch,38.1694,Authorised Access Point '-' Pedestrian,White Rose Centre LC,427885.0,428790.0,53.75451,-1.57704
MDL1,39.0468,39m 21ch,39.0468,Authorised Access Point '-' Pedestrian,White Rose Shopping Centre,427948.0,429262.0,53.75875,-1.57604
MDL1,40.0000,40m 00ch,40.0,Authorised Access Point '-' Pedestrian,Cottingley Station,427292.0,430221.0,53.7674,-1.58591
MDL1,40.0000,40m 00ch,40.0,Authorised Access Point '-' Pedestrian,Cottingley,427284.0,430228.0,53.76746,-1.58603
MDL1,40.0002,40m 00ch,40.0002,Authorised Access Point '-' Pedestrian,,427283.0,430236.0,53.76754,-1.58604
MDL1,40.0020,40m 01ch,40.002,Authorised Access Point '-' Pedestrian,,427275.0,430250.0,53.76766,-1.58616
MDL1,40.0695,40m 32ch,40.0695,Authorised Access Point '-' Pedestrian,Geldred Road Bridge,427110.0,430838.0,53.77296,-1.58861
MDL1,40.0730,40m 33ch,40.073,Authorised Access Point '-' Pedestrian,Geldard Road O/B 43,427115.0,430873.0,53.77327,-1.58854
MDL1,41.0110,41m 05ch,41.011,Authorised Access Point '-' Road'-'Rail Machines,GHE Stansfeld Steel Manufacturer,427525.0,431875.0,53.78226,-1.58222
MDL1,41.0187,41m 08ch,41.0187,Authorised Access Point '-' Pedestrian,Dragon Bridge,427482.0,431889.0,53.78238,-1.58288
MDL1,41.1655,41m 75ch,41.1655,Authorised Access Point '-' Pedestrian,Copley Hill,428474.0,432794.0,53.79047,-1.56774
MDN,0.0146,0m 07ch,0.0146,Authorised Access Point '-' Vehicle,MOSSEND NORTH JN <off A775 Main St>,275075.7,660273.8,55.81956,-3.99409
MDW,91.0419,91m 19ch,91.0419,Authorised Access Point '-' Vehicle,MOSSEND SOUTH JN <off Clydesdale Rd>,275067.9,659935.6,55.81652,-3.99406
MEB1,0.0000,0m 00ch,0.0,Authorised Access Point '-' Pedestrian,MOORGATE STATION,532719.0,181688.0,51.51802,-0.08696
MEB1,0.0990,0m 45ch,0.099,Authorised Access Point '-' Pedestrian,OLD STREET STATION,532784.0,182589.0,51.5261,-0.08568
MEB1,1.0484,1m 22ch,1.0484,Authorised Access Point '-' Pedestrian,POOLE STREET,532517.0,183675.0,51.53592,-0.08912
MEB1,1.1342,1m 61ch,1.1342,Authorised Access Point '-' Pedestrian,ESSEX ROAD STATION,531974.0,184235.0,51.54108,-0.09673
MEB1,2.0462,2m 21ch,2.0462,Authorised Access Point '-' Pedestrian,HIGHBURY & ISLINGTON STATION,531508.0,184850.0,51.54672,-0.10322
MEB1,2.1100,2m 50ch,2.11,Authorised Access Point '-' Pedestrian,DRAYTON PARK STATION,531439.0,185431.0,51.55196,-0.104
MEB1,2.1136,2m 52ch,2.1136,Authorised Access Point '-' Vehicle,DRAYTON PARK STATION,531441.0,185448.0,51.55211,-0.10396
MEB1,2.1408,2m 64ch,2.1408,Authorised Access Point '-' Pedestrian,DRAYTON PARK SUBSTATION,531357.0,185701.0,51.5544,-0.10508
MEB1,2.1522,2m 69ch,2.1522,Authorised Access Point '-' Vehicle,DRAYTON PARK STATION,531339.0,185788.0,51.55519,-0.10531
MEB1,2.1702,2m 77ch,2.1702,Authorised Access Point '-' Vehicle,DRAYTON PARK STATION,531334.0,185956.0,51.5567,-0.10532
MEN1,0.1191,0m 54ch,0.1191,Authorised Access Point '-' Pedestrian,"CATHCART CIRCLE, EGLINTON ST",258438.9,663666.7,55.84543,-4.2612
MEN2,0.0370,0m 17ch,0.037,Authorised Access Point '-' Vehicle,Darnley Street,257846.0,662919.0,55.83854,-4.27027
MEW2,0.0386,0m 18ch,0.0386,Authorised Access Point '-' Pedestrian,Whitwood Golf Club LC,440509.0,425197.0,53.72138,-1.38604
MEW2,0.0469,0m 21ch,0.0469,Authorised Access Point '-' Pedestrian,,440428.0,425216.0,53.72156,-1.38726
MEW2,1.0112,1m 05ch,1.0112,Authorised Access Point '-' Pedestrian,Methley,439535.0,426046.0,53.72909,-1.40069
MGE,6.0455,6m 21ch,6.0455,Authorised Access Point '-' Road'-'Rail Machines,"WESTERTON JN, OFF STN CAR PARK",253947.0,670539.0,55.9058,-4.33659
MGE,7.0083,7m 04ch,7.0083,Authorised Access Point '-' Pedestrian,"UB3 STATION ROAD, BEARSDEN",253998.5,671607.5,55.9154,-4.33634
MGE,7.0378,7m 17ch,7.0378,Authorised Access Point '-' Vehicle,BEARSDEN STATION CAR PARK,254236.1,671735.8,55.91663,-4.33261
MGE,7.1111,7m 50ch,7.1111,Authorised Access Point '-' Pedestrian,"OB 5, B8049 ROMAN RD, BEARSDEN",254840.6,672021.7,55.91938,-4.3231
MGE,7.1740,7m 79ch,7.174,Authorised Access Point '-' Vehicle,American Golf Car Park,255302.3,672321.3,55.92221,-4.31588
MGE,9.0511,9m 23ch,9.0511,Authorised Access Point '-' Vehicle,MILNGAVIE STATION CAR PARK,255598.4,674259.6,55.9397,-4.31218
MGW,6.0990,6m 45ch,6.099,Authorised Access Point '-' Pedestrian,Gascoigne Wood Jn,451276.0,431667.0,53.77859,-1.22179
MGW,7.0088,7m 04ch,7.0088,Authorised Access Point '-' Pedestrian,Milford West Sidings LS25 5BX,450625.0,431238.0,53.7748,-1.23174
MGW,7.0095,7m 04ch,7.0095,Authorised Access Point '-' Vehicle,Maltings LC LS25 5BX,450622.0,431233.0,53.77475,-1.23179
MGW,7.1066,7m 48ch,7.1066,Authorised Access Point '-' Vehicle,Milford Jn LS25 5DD,450290.0,430417.0,53.76745,-1.23696
MGY,0.0550,0m 25ch,0.055,Authorised Access Point '-' Pedestrian,Independent Line TS1 5JW,448361.0,520313.0,54.57559,-1.25178
MHH,0.0270,0m 12ch,0.027,Authorised Access Point '-' Vehicle,SCHOLAR GREEN LANE,343756.0,464070.0,54.06931,-2.85956
MHH,0.1500,0m 68ch,0.15,Authorised Access Point '-' Vehicle,FAIRBANK GROVE,343221.0,463277.0,54.06212,-2.86759
MHH,2.0100,2m 05ch,2.01,Authorised Access Point '-' Vehicle,PEPLOW ROAD,342360.0,461634.0,54.04726,-2.88043
MHH,3.1030,3m 47ch,3.103,Authorised Access Point '-' Pedestrian,"Connaught Road, Morcambe",340922.0,460206.0,54.03426,-2.90211
MHH,3.1219,3m 55ch,3.1219,Authorised Access Point '-' Vehicle,HEYSHAM POWER STATION SIDINGS G.F.,340778.0,460252.0,54.03466,-2.90432
MHH,4.0030,4m 01ch,4.003,Authorised Access Point '-' Pedestrian,HEYSHAM STATION,340297.0,460091.0,54.03316,-2.91163
MHL2,0.0733,0m 33ch,0.0733,Authorised Access Point '-' Vehicle,MILLERHILL EAST JN <1> <off B6415>,333032.3,670083.1,55.9192,-3.07165
MHL2,1.0785,1m 36ch,1.0785,Authorised Access Point '-' Vehicle,UB 3 MONKTONHALL '-' MILLERHILL ROAD,333544.6,671320.9,55.9304,-3.06375
MHL4,0.0224,0m 10ch,0.0224,Authorised Access Point '-' Pedestrian,MILLERHILL DEPOT,332221.8,671073.8,55.92799,-3.08486
MIA,0.0651,0m 30ch,0.0651,Authorised Access Point '-' Vehicle,MCR AIRPORT VEH ACCESS POINT,382533.8,385466.4,53.36551,-2.26251
MIA,1.0250,1m 11ch,1.025,Authorised Access Point '-' Vehicle,HEALD GREEN WEST JN / STYAL RD,383717.4,385106.4,53.36231,-2.2447
MIR1,0.0323,0m 15ch,0.0323,Authorised Access Point '-' Pedestrian,P1  JAMES ST. STATION,334138.0,390261.0,53.40479,-2.9908
MIR1,0.0404,0m 18ch,0.0404,Authorised Access Point '-' Pedestrian,JAMES ST. STATION,334194.0,390308.0,53.40522,-2.98997
MIR1,0.0877,0m 40ch,0.0877,Authorised Access Point '-' Pedestrian,MOORFIELDS STATION,334341.0,390680.0,53.40858,-2.98783
MIR1,0.0901,0m 41ch,0.0901,Authorised Access Point '-' Pedestrian,MOORFIELDS STATION,334342.0,390702.0,53.40878,-2.98782
MIR1,1.0118,1m 05ch,1.0118,Authorised Access Point '-' Pedestrian,LIME ST. STATION,334968.0,390676.0,53.40863,-2.9784
MIR1,1.0159,1m 07ch,1.0159,Authorised Access Point '-' Pedestrian,LIME ST.,334997.0,390652.0,53.40841,-2.97796
MIR1,1.0199,1m 09ch,1.0199,Authorised Access Point '-' Pedestrian,LIME ST.,335025.0,390629.0,53.40821,-2.97753
MIR1,1.0992,1m 45ch,1.0992,Authorised Access Point '-' Pedestrian,LIVERPOOL CENTRAL STN.,334947.0,390174.0,53.40411,-2.97861
MIR1,1.1002,1m 46ch,1.1002,Authorised Access Point '-' Pedestrian,LIVERPOOL CENTRAL STN.,334938.0,390176.0,53.40413,-2.97875
MIR1,1.1018,1m 46ch,1.1018,Authorised Access Point '-' Pedestrian,LIVERPOOL CENTRAL STN.,334924.0,390180.0,53.40416,-2.97896
MIR1,2.0072,2m 03ch,2.0072,Authorised Access Point '-' Pedestrian,P2 JAMES ST. STATION,334201.0,390254.0,53.40474,-2.98985
MIR1,2.0074,2m 03ch,2.0074,Authorised Access Point '-' Pedestrian,P3 JAMES ST. STATION,334199.0,390253.0,53.40473,-2.98988
MIR1,2.0089,2m 04ch,2.0089,Authorised Access Point '-' Pedestrian,P2 JAMES ST. STATION,334188.0,390245.0,53.40466,-2.99004
MIR1,2.0089,2m 04ch,2.0089,Authorised Access Point '-' Pedestrian,P3 JAMES ST. STATION,334188.0,390245.0,53.40466,-2.99004
MIR1,2.0109,2m 05ch,2.0109,Authorised Access Point '-' Pedestrian,P3 JAMES ST. STATION,334173.0,390234.0,53.40455,-2.99027
MIR1,2.0113,2m 05ch,2.0113,Authorised Access Point '-' Pedestrian,P2 JAMES ST. STATION,334170.0,390232.0,53.40454,-2.99031
MIR2,1.1430,1m 65ch,1.143,Authorised Access Point '-' Pedestrian,HAMILTON SQUARE STATION,332660.0,389084.0,53.39403,-3.01278
MIR2,1.1435,1m 65ch,1.1435,Authorised Access Point '-' Pedestrian,HAMILTON SQUARE STATION,332657.0,389079.0,53.39398,-3.01282
MIR2,1.1435,1m 65ch,1.1435,Authorised Access Point '-' Pedestrian,HAMILTON SQUARE STATION,332657.0,389079.0,53.39398,-3.01282
MIR2,1.1459,1m 66ch,1.1459,Authorised Access Point '-' Pedestrian,HAMILTON SQUARE STATION,332646.0,389059.0,53.3938,-3.01298
MIR2,1.1460,1m 66ch,1.146,Authorised Access Point '-' Pedestrian,HAMILTON SQUARE STATION,332646.0,389059.0,53.3938,-3.01298
MIR2,1.1491,1m 68ch,1.1491,Authorised Access Point '-' Pedestrian,HAMILTON SQUARE STATION,332633.0,389032.0,53.39356,-3.01317
MIR2,2.0585,2m 27ch,2.0585,Authorised Access Point '-' Pedestrian,BIRKENHEAD CENTRAL STATION,332219.0,388464.0,53.3884,-3.01928
MIR2,2.0588,2m 27ch,2.0588,Authorised Access Point '-' Pedestrian,BIRKENHEAD CENTRAL STATION,332179.0,388349.0,53.38736,-3.01985
MIR2,2.0751,2m 34ch,2.0751,Authorised Access Point '-' Pedestrian,BIRKENHEAD CENTRAL STATION,332163.0,388317.0,53.38707,-3.02009
MIR2,2.1376,2m 63ch,2.1376,Authorised Access Point '-' Pedestrian,GREEN LANE STATION,332484.0,387916.0,53.38351,-3.01517
MIR2,2.1376,2m 63ch,2.1376,Authorised Access Point '-' Pedestrian,GREEN LANE STATION,332513.0,387801.0,53.38248,-3.01471
MIR2,2.1743,2m 79ch,2.1743,Authorised Access Point '-' Pedestrian,GREEN LANE SUB STATION,332585.0,387570.0,53.38041,-3.01358
MIR2,3.0832,3m 38ch,3.0832,Authorised Access Point '-' Pedestrian,ROCK FERRY '-' REB,332794.0,386848.0,53.37395,-3.01029
MIR2,3.1020,3m 46ch,3.102,Authorised Access Point '-' Pedestrian,ROCK FERRY STATION,332852.0,386640.0,53.37208,-3.00937
MIT,1.1637,1m 74ch,1.1637,Authorised Access Point '-' Vehicle,SeamANS NO 3 XING,565131.0,318670.8,52.74007,0.44636
MIT,2.0557,2m 25ch,2.0557,Authorised Access Point '-' Vehicle,SEAMANS NO 4 XING,565672.3,318407.2,52.73754,0.45423
MJI1,156.0600,156m 27ch,156.06,Authorised Access Point '-' Pedestrian,MADELEY JUNCTION SIGNAL BOX,371832.0,308501.0,52.67314,-2.41663
MJI1,157.0781,157m 36ch,157.0781,Authorised Access Point '-' Pedestrian,Underbridge Nedge Hill <Br. 1>,371398.0,306979.0,52.65943,-2.42292
MJI1,160.0009,160m 00ch,160.0009,Authorised Access Point '-' Pedestrian,Lightmoor Vehicle,365789.0,303727.0,52.62987,-2.50551
MJI1,160.0330,160m 15ch,160.033,Authorised Access Point '-' Pedestrian,Ironbridge Power Station,368372.0,305185.0,52.64313,-2.46748
MJI2,161.0478,161m 22ch,161.0478,Authorised Access Point '-' Pedestrian,"Darby Road, Coalbrooke Dale",366696.0,304641.2,52.63814,-2.4922
MJI2,161.1320,161m 60ch,161.132,Authorised Access Point '-' Vehicle,Cherry Tree Hill,367184.0,304978.0,52.6412,-2.48502
MJS1,130.0770,130m 35ch,130.077,Authorised Access Point '-' Pedestrian,Rolls Royce Sinfin,435818.0,332317.0,52.88679,-1.46762
MJS1,131.0047,131m 02ch,131.0047,Authorised Access Point '-' Road'-'Rail Machines,Melbourne Jn,435372.0,333118.0,52.89402,-1.47416
MJT1,0.0044,0m 02ch,0.0044,Authorised Access Point '-' Road'-'Rail Machines,Lenton South Junction,455696.0,338494.0,52.94063,-1.17113
MJT1,124.0828,124m 38ch,124.0828,Authorised Access Point '-' Pedestrian,Lenton North Junction,456095.0,338794.0,52.94329,-1.16514
MJT1,124.1160,124m 53ch,124.116,Authorised Access Point '-' Road'-'Rail Machines,Lenton North,455821.0,338901.0,52.94428,-1.1692
MJT1,125.0044,125m 02ch,125.0044,Authorised Access Point '-' Pedestrian,Overbridge No.4A Church Street,455378.0,339270.0,52.94764,-1.17573
MJT1,125.1210,125m 55ch,125.121,Authorised Access Point '-' Vehicle,Radford Jcn,454898.0,340268.0,52.95666,-1.18271
MJT2,126.0285,126m 13ch,126.0285,Authorised Access Point '-' Road'-'Rail Machines,BEECHDALE BATHS,454318.0,340589.0,52.9596,-1.19129
MJT2,126.1452,126m 66ch,126.1452,Authorised Access Point '-' Pedestrian,Overbridge No.19,453224.0,340612.0,52.95992,-1.20757
MJT2,127.0396,127m 18ch,127.0396,Authorised Access Point '-' Pedestrian,Overbridge No.18 Old Coach Road,452630.0,340601.0,52.95988,-1.21641
MJT2,128.0660,128m 30ch,128.066,Authorised Access Point '-' Pedestrian,Rosedale Drive,451093.0,339623.0,52.95124,-1.23945
MJT2,128.0890,128m 40ch,128.089,Authorised Access Point '-' Pedestrian,Fylingdale Way,450888.0,339509.0,52.95023,-1.24252
MJT2,128.0990,128m 45ch,128.099,Authorised Access Point '-' Pedestrian,Overbridge No.11,450811.0,339477.0,52.94995,-1.24367
MJT2,128.1320,128m 60ch,128.132,Authorised Access Point '-' Pedestrian,Coventry Lane,450539.0,450539.0,53.94828,-1.22987
MJT2,130.0110,130m 05ch,130.011,Authorised Access Point '-' Pedestrian,Underbridge No.4 B6003,448521.0,339441.0,52.94984,-1.27776
MLA,0.1114,0m 51ch,0.1114,Authorised Access Point '-' Pedestrian,Strathcona Drive,255158.0,669115.0,55.89338,-4.31647
MLG1,0.0085,0m 04ch,0.0085,Authorised Access Point '-' Pedestrian,Fort William Jn,211509.8,774611.4,56.82484,-5.08923
MLG1,0.0511,0m 23ch,0.0511,Authorised Access Point '-' Pedestrian,MILTON OVERHEAD BRIDGE,211655.2,774937.4,56.82783,-5.08709
MLG1,0.0900,0m 41ch,0.09,Authorised Access Point '-' Road'-'Rail Machines,Fort William Depot,211839.0,774862.0,56.82722,-5.08403
MLG1,1.0152,1m 07ch,1.0152,Authorised Access Point '-' Pedestrian,BLAR MHOR,211775.6,776080.7,56.83813,-5.08596
MLG2,0.0570,0m 26ch,0.057,Authorised Access Point '-' Pedestrian,BANAVIE SIGNALLING CENTRE OFF A830.,211226.0,776797.3,56.84434,-5.09549
MLG2,0.1010,0m 46ch,0.101,Authorised Access Point '-' Vehicle,STEPPS COTTAGE LEVEL CROSSING,210846.0,210846.0,51.76384,-4.74142
MLG2,1.0038,1m 02ch,1.0038,Authorised Access Point '-' Pedestrian,CORPACH STATION OFF A830.,210148.0,776769.2,56.84365,-5.11312
MLG2,1.0620,1m 28ch,1.062,Authorised Access Point '-' Pedestrian,SEA ACCESS LEVEL CROSSING,209610.0,209610.0,51.75232,-4.75864
MLG2,1.1270,1m 58ch,1.127,Authorised Access Point '-' Pedestrian,McPhees Level Crossing,208850.0,776790.0,56.8433,-5.13438
MLG2,1.1480,1m 67ch,1.148,Authorised Access Point '-' Vehicle,ORIVAL LEVEL CROSSING,208804.0,776880.0,56.84409,-5.1352
MLG2,2.0003,2m 00ch,2.0003,Authorised Access Point '-' Road'-'Rail Machines,ANNAT EAST,208580.0,776790.0,56.84319,-5.1388
MLG2,2.0157,2m 07ch,2.0157,Authorised Access Point '-' Road'-'Rail Machines,ANNAT WEST LEVEL CROSSING,260984.0,757443.0,56.68814,-4.26991
MLG2,4.0429,4m 20ch,4.0429,Authorised Access Point '-' Road'-'Rail Machines,LOCH EIL STATION OFF A830.,205441.3,778312.9,56.85555,-5.19134
MLG2,6.0090,6m 04ch,6.009,Authorised Access Point '-' Vehicle,FASSFERN LEVEL CROSSING,206617.0,777980.0,56.85305,-5.17184
MLG2,6.0480,6m 22ch,6.048,Authorised Access Point '-' Pedestrian,FASSFERN ESTATE LEVEL CROSSING,202190.0,778442.4,56.85534,-5.24468
MLG2,7.0583,7m 26ch,7.0583,Authorised Access Point '-' Pedestrian,FASSFERN,200522.2,778515.2,56.85528,-5.27204
MLG2,7.0927,7m 42ch,7.0927,Authorised Access Point '-' Pedestrian,FASSFERN NO.2 LEVEL CROSSING,200209.0,778542.5,56.85539,-5.27719
MLG2,8.0010,8m 00ch,8.001,Authorised Access Point '-' Pedestrian,LOCHEILSIDE STATION OFF A.830,199453.0,778670.0,56.85621,-5.28967
MLG2,9.0341,9m 16ch,9.0341,Authorised Access Point '-' Pedestrian,CAMUS AN ENG 1 LEVEL CROSSING,197622.5,779147.8,56.8597,-5.32002
MLG2,9.0494,9m 22ch,9.0494,Authorised Access Point '-' Pedestrian,CAMUS AN ENG 2 LEVEL CROSSING,197486.4,779169.5,56.85983,-5.32226
MLG2,9.0649,9m 30ch,9.0649,Authorised Access Point '-' Pedestrian,CAMUS AN ENG 3 LEVEL CROSSING,197353.1,779189.4,56.85995,-5.32446
MLG2,9.0803,9m 36ch,9.0803,Authorised Access Point '-' Road'-'Rail Machines,HEADS OF LOCHEIL LEVEL CROSSING,197203.0,779211.0,56.86008,-5.32694
MLG2,10.0599,10m 27ch,10.0599,Authorised Access Point '-' Pedestrian,DRUMSALLY,195796.3,779173.5,56.85913,-5.34994
MLG2,12.0473,12m 22ch,12.0473,Authorised Access Point '-' Pedestrian,CRAGIE BRIDGE,192781.7,779568.7,56.86134,-5.39962
MLG2,13.1340,13m 61ch,13.134,Authorised Access Point '-' Pedestrian,GLENFINNAN VIADUCT,191126.0,781294.0,56.87607,-5.42814
MLG2,14.1200,14m 55ch,14.12,Authorised Access Point '-' Road'-'Rail Machines,GLENFINNAN LOOPS,189339.0,781244.5,56.87482,-5.45737
MLG2,15.0160,15m 07ch,15.016,Authorised Access Point '-' Road'-'Rail Machines,Glenfinnan RRAP,189396.0,781200.0,56.87445,-5.4564
MLG2,16.0099,16m 04ch,16.0099,Authorised Access Point '-' Pedestrian,GLENFINNAN,187968.4,781727.5,56.87853,-5.48022
MLG2,17.0990,17m 45ch,17.099,Authorised Access Point '-' Road'-'Rail Machines,MHUIDHE,185628.5,781328.3,56.87387,-5.51821
MLG2,22.0626,22m 28ch,22.0626,Authorised Access Point '-' Road'-'Rail Machines,SLUICH GATES OFF A830,178866.4,782850.2,56.88435,-5.63026
MLG2,23.1411,23m 64ch,23.1411,Authorised Access Point '-' Road'-'Rail Machines,LOCHAILORT STATION OFF A830.,176692.0,782337.0,56.8787,-5.66542
MLG2,25.0600,25m 27ch,25.06,Authorised Access Point '-' Road'-'Rail Machines,Polnish,174817.6,782963.4,56.88341,-5.69667
MLG2,28.0354,28m 16ch,28.0354,Authorised Access Point '-' Pedestrian,UB120 BEASDALE,171489.4,784983.3,56.8999,-5.75299
MLG2,28.1161,28m 53ch,28.1161,Authorised Access Point '-' Road'-'Rail Machines,BEASDALE STATION OFF A830,170822.9,785056.0,56.90022,-5.76398
MLG2,30.0999,30m 45ch,30.0999,Authorised Access Point '-' Pedestrian,Carnoch / UB131,168041.0,785688.0,56.9045,-5.81013
MLG2,30.1242,30m 56ch,30.1242,Authorised Access Point '-' Road'-'Rail Machines,BRUNERY BURN <off A830 road>,167867.3,785858.3,56.90594,-5.81313
MLG2,32.0040,32m 02ch,32.004,Authorised Access Point '-' Road'-'Rail Machines,ARISAIG STATION OFF A830.,166387.0,786747.0,56.91317,-5.8382
MLG2,33.1740,33m 79ch,33.174,Authorised Access Point '-' Road'-'Rail Machines,CREAG MHOR LEVEL CROSSING,167665.9,788725.3,56.93154,-5.81906
