signal_ref,elr,mileage_ch,diagram_doc,diagram_page
565B,,,Anglia-Track-Diagrams---Feburary-2025-Edition.pdf,4
565B,DBP1,10461.0,IMDM Derby.pdf,295
565B,,1871.0,Wessex Track Diagrams V34 Planning Notes.pdf,34
565C,DBP1,10449.0,IMDM Derby.pdf,295
566,SPC1,,IMDM Bedford.pdf,100
566,ECM5,,IMDM Darlington.pdf,2
566,KWS,,IMDM Doncaster.pdf,1
566,ECM1,,IMDM Doncaster.pdf,22
566,DJH,18450.0,IMDM Leeds.pdf,27
566,NEC2,,IMDM Middlesbrough.pdf,146
566,ECM1,,IMDM Peterborough.pdf,906
566,KWS,,IMDM York.pdf,1
566,KWS,,IMDM York.pdf,47
566,,,WALES Feb 26.pdf,8
566,,,Wessex Track Diagrams V34 Planning Notes.pdf,45
5661,ECM1,12517.0,IMDM Doncaster.pdf,31
5662,ECM1,,IMDM Doncaster.pdf,36
5663,ECM1,,IMDM Doncaster.pdf,36
5664,ECM1,,IMDM Doncaster.pdf,36
5665,ECM1,,IMDM Doncaster.pdf,36
566A,ECM1,,IMDM Peterborough.pdf,77
566B,SPC5,,IMDM Bedford.pdf,68
566B,SPC5,,IMDM Derby.pdf,68
566B,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
566C,SPC5,,IMDM Bedford.pdf,68
566C,SPC5,,IMDM Derby.pdf,68
567,WNS,1130.0,IMDM Bedford.pdf,1
567,SPC5,,IMDM Bedford.pdf,68
567,SPC5,,IMDM Derby.pdf,68
567,KWS,,IMDM Doncaster.pdf,1
567,ECM1,9696.0,IMDM Doncaster.pdf,574
567,SKW1,,IMDM Leeds.pdf,21
567,LEN3,,IMDM Middlesbrough.pdf,550
567,NEK,252.0,IMDM Newcastle.pdf,571
567,ECM1,,IMDM Peterborough.pdf,906
567,KWS,,IMDM York.pdf,1
567,KWS,,IMDM York.pdf,47
567,,,Kent Track Diagrams January 2026_001.pdf,92
567,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,5
567,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
567,,,SC001 Gretna Jn. - Glasgow Central JUNE 23.pdf,58
567,,,Sussex Track Diagrams January 2026 001.pdf,47
567,MLN1,,Thames Valley Track Diagrams.pdf,28
567,,,WALES Feb 26.pdf,8
567,,1871.0,Wessex Track Diagrams V34 Planning Notes.pdf,34
567,ANL,,Western Route 2025.pdf,189
567,BGL2,,Western Route 2025.pdf,360
5671,ECM1,,IMDM Doncaster.pdf,31
5672,ECM1,12468.0,IMDM Doncaster.pdf,31
5673,ECM1,12468.0,IMDM Doncaster.pdf,31
5674,ECM1,12517.0,IMDM Doncaster.pdf,31
5675,ECM1,12517.0,IMDM Doncaster.pdf,31
5676,ECM1,12517.0,IMDM Doncaster.pdf,31
568,RAC,11020.0,IMDM Derby.pdf,1
568,RAC,11020.0,IMDM Derby.pdf,1
568,SPC8,,IMDM Derby.pdf,555
568,NEC2,,IMDM Middlesbrough.pdf,146
568,ECM1,,IMDM Peterborough.pdf,906
568,HDB,,IMDM Peterborough.pdf,927
568,HAY1,,IMDM York.pdf,563
568,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
568,,,WALES Feb 26.pdf,8
568,,,Wessex Track Diagrams V34 Planning Notes.pdf,45
568,BAG2,,Western Route 2025.pdf,373
5681,ECM1,12473.0,IMDM Doncaster.pdf,31
5682,ECM1,12517.0,IMDM Doncaster.pdf,31
5684,ECM1,12473.0,IMDM Doncaster.pdf,31
568A,SPC5,,IMDM Bedford.pdf,68
568A,SPC5,,IMDM Derby.pdf,68
568B,SPC5,,IMDM Bedford.pdf,68
568B,GSM3,,IMDM Bedford.pdf,101
568B,SPC5,,IMDM Derby.pdf,68
568B,GSM3,,IMDM Derby.pdf,101
568C,GSM3,,IMDM Bedford.pdf,101
568C,GSM3,,IMDM Derby.pdf,101
569,ECM5,347.0,IMDM Darlington.pdf,574
569,SPC4,,IMDM Derby.pdf,23
569,SPC4,,IMDM Derby.pdf,23
569,KSL,,IMDM Derby.pdf,146
569,GRS3,9304.0,IMDM Derby.pdf,546
569,ECM1,1810.0,IMDM Doncaster.pdf,24
569,YMS,258.0,IMDM York.pdf,581
569,,,WALES Feb 26.pdf,8
569,,1871.0,Wessex Track Diagrams V34 Planning Notes.pdf,34
569,,,Wessex Track Diagrams V34 Planning Notes.pdf,45
569,BAG2,,Western Route 2025.pdf,371
569A,SPC1,,IMDM Bedford.pdf,4
569A,GSM3,,IMDM Bedford.pdf,101
569A,GSM3,,IMDM Derby.pdf,101
569B,SPC1,,IMDM Bedford.pdf,4
569B,GSM3,,IMDM Bedford.pdf,101
569B,GSM3,,IMDM Derby.pdf,101
569C,GSM3,,IMDM Bedford.pdf,101
569C,SPC1,,IMDM Bedford.pdf,125
569C,GSM3,,IMDM Derby.pdf,101
56A,,,Kent Track Diagrams January 2026_001.pdf,60
56B,,12619.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,22
56B,HLL,1232.0,Western Route 2025.pdf,199
57,,3114.0,Kent Track Diagrams January 2026_001.pdf,57
57,,,Kent Track Diagrams January 2026_001.pdf,60
57,,,Kent Track Diagrams January 2026_001.pdf,63
57,,218.0,Kent Track Diagrams January 2026_001.pdf,64
57,,476.0,Kent Track Diagrams January 2026_001.pdf,65
57,,218.0,Kent Track Diagrams January 2026_001.pdf,91
57,,4034.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,15
57,,12014.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,22
57,,1657.0,Sussex Track Diagrams January 2026 001.pdf,63
57,DCL,,Thames Valley Track Diagrams.pdf,91
57,,,WALES Feb 26.pdf,5
57,BAL,254.0,WALES Feb 26.pdf,221
57,,,Wessex Track Diagrams V34 Planning Notes.pdf,26
57,,,Wessex Track Diagrams V34 Planning Notes.pdf,51
57,,,Wessex Track Diagrams V34 Planning Notes.pdf,58
57,,7600.0,Wessex Track Diagrams V34 Planning Notes.pdf,61
57,,4320.0,Wessex Track Diagrams V34 Planning Notes.pdf,77
57,MLN3,,Western Route 2025.pdf,43
57,MLN1,,Western Route 2025.pdf,111
57,DCL,5190.0,Western Route 2025.pdf,254
57,SWB,,Western Route 2025.pdf,309
57,WEY,,Western Route 2025.pdf,323
57,BSW,,Western Route 2025.pdf,342
57,BGL2,,Western Route 2025.pdf,356
57,BAG2,,Western Route 2025.pdf,378
57,OWW,9666.0,Western Route 2025.pdf,383
57,,,Western Route 2025.pdf,511
57,,,Western Route 2025.pdf,518
570,,5619.0,Anglia-Track-Diagrams---Feburary-2025-Edition.pdf,4
570,,,Anglia-Track-Diagrams---Feburary-2025-Edition.pdf,4
570,GSM3,8334.0,IMDM Bedford.pdf,101
570,TSN2,,IMDM Derby.pdf,3
570,TSN2,,IMDM Derby.pdf,3
570,TSN2,,IMDM Derby.pdf,3
570,TSN2,,IMDM Derby.pdf,3
570,GSM3,8334.0,IMDM Derby.pdf,101
570,ECM1,1806.0,IMDM Doncaster.pdf,24
570,MBW1,647.0,IMDM Middlesbrough.pdf,146
570,NEC2,4429.0,IMDM Middlesbrough.pdf,146
570,WKC,1067.0,IMDM Sheffield.pdf,656
570,HAY1,,IMDM York.pdf,571
570,,3739.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,15
570,,12668.0,NW3000 Signal Diagrams.pdf,158
570,,,WALES Feb 26.pdf,8
570,MLN1,,Western Route 2025.pdf,118
570,MLN1,,Western Route 2025.pdf,127
5701,CRF1,,IMDM Peterborough.pdf,39
5703,ECM1,12624.0,IMDM Doncaster.pdf,22
5703,,11555.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,11
570A,SPC1,,IMDM Bedford.pdf,125
570A,DBP1,10547.0,IMDM Derby.pdf,295
570B,SPC1,,IMDM Bedford.pdf,125
570B,DBP1,10547.0,IMDM Derby.pdf,295
571,GSM3,8334.0,IMDM Bedford.pdf,101
571,TSN2,9886.0,IMDM Derby.pdf,3
571,TSN2,9886.0,IMDM Derby.pdf,3
571,TSN2,9886.0,IMDM Derby.pdf,3
571,TSN2,9886.0,IMDM Derby.pdf,3
571,GSM3,8334.0,IMDM Derby.pdf,101
571,KSL,,IMDM Derby.pdf,146
571,NOB1,,IMDM Derby.pdf,214
571,ECM1,12432.0,IMDM Doncaster.pdf,59
571,SKW1,,IMDM Leeds.pdf,21
571,DOL2,,IMDM Leeds.pdf,180
571,NEK,,IMDM Newcastle.pdf,571
571,ECM1,,IMDM Peterborough.pdf,906
571,HAY1,,IMDM York.pdf,571
571,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
571,,,WALES Feb 26.pdf,8
5710,,9022.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,19
5711,ECM1,12543.0,IMDM Doncaster.pdf,22
5711,,,IMDM Peterborough.pdf,707
5712,ECM1,12619.0,IMDM Doncaster.pdf,22
5713,ECM1,12619.0,IMDM Doncaster.pdf,22
5714,ECM1,12619.0,IMDM Doncaster.pdf,22
5714,MAC3,,IMDM Sheffield.pdf,105
5715,ECM1,,IMDM Doncaster.pdf,22
5715A,MWN,8664.0,IMDM Sheffield.pdf,91
5715A,MAC3,8640.0,IMDM Sheffield.pdf,105
5715B,MWN,8640.0,IMDM Sheffield.pdf,91
5715B,MAC3,,IMDM Sheffield.pdf,105
5716,ECM1,,IMDM Doncaster.pdf,22
5716A,MWN,8664.0,IMDM Sheffield.pdf,91
5716A,MAC3,,IMDM Sheffield.pdf,105
5716B,MWN,,IMDM Sheffield.pdf,91
5716B,MAC3,8670.0,IMDM Sheffield.pdf,105
5717A,MWN,,IMDM Sheffield.pdf,91
5717B,MWN,,IMDM Sheffield.pdf,91
571A,SPC1,,IMDM Bedford.pdf,125
571A,DBP1,10539.0,IMDM Derby.pdf,295
571B,SPC1,,IMDM Bedford.pdf,125
571B,DBP1,10534.0,IMDM Derby.pdf,295
571C,SPC1,,IMDM Bedford.pdf,125
572,GSM3,8334.0,IMDM Bedford.pdf,101
572,GSM3,8334.0,IMDM Bedford.pdf,110
572,GSM3,8334.0,IMDM Derby.pdf,101
572,KSL,,IMDM Derby.pdf,146
572,DBP1,10547.0,IMDM Derby.pdf,295
572,DJH,,IMDM Leeds.pdf,27
572,ECM1,,IMDM Peterborough.pdf,906
572,HAY1,1099.0,IMDM York.pdf,563
572,YMS,258.0,IMDM York.pdf,581
572,,1221.0,"NW1001, NW4001.pdf",34
572,,,NW3000 Signal Diagrams.pdf,158
572,,,WALES Feb 26.pdf,8
5721,ECM1,,IMDM Doncaster.pdf,22
5721A,,,IMDM Peterborough.pdf,707
5721B,,,IMDM Peterborough.pdf,707
5722,ECM1,,IMDM Doncaster.pdf,22
5723,ECM1,,IMDM Doncaster.pdf,22
572A,SPC1,,IMDM Bedford.pdf,125
572A,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
572B,SPC1,,IMDM Bedford.pdf,125
572B,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
572C,SPC1,,IMDM Bedford.pdf,4
573,GSM3,8334.0,IMDM Bedford.pdf,101
573,GSM3,8334.0,IMDM Derby.pdf,101
573,KSL,,IMDM Derby.pdf,146
573,ECM1,,IMDM Doncaster.pdf,59
573,MBW1,628.0,IMDM Middlesbrough.pdf,146
573,TEY,,IMDM Newcastle.pdf,581
573,HAY1,1167.0,IMDM York.pdf,563
573,,,SC001 Gretna Jn. - Glasgow Central JUNE 23.pdf,57
573,MLN1,,Thames Valley Track Diagrams.pdf,15
573,,,WALES Feb 26.pdf,8
5731,,,IMDM Peterborough.pdf,707
573A,WME,,IMDM Doncaster.pdf,706
573A,WME,1269.0,IMDM Sheffield.pdf,6
573A,WME,1269.0,IMDM Sheffield.pdf,6
573A,,,Wessex Track Diagrams V34 Planning Notes.pdf,35
573B,,,Wessex Track Diagrams V34 Planning Notes.pdf,35
574,WNS,1130.0,IMDM Bedford.pdf,1
574,GSM3,8334.0,IMDM Bedford.pdf,101
574,ECM5,380.0,IMDM Darlington.pdf,574
574,GSM3,8334.0,IMDM Derby.pdf,101
574,KSL,,IMDM Derby.pdf,146
574,SPC8,,IMDM Derby.pdf,555
574,AJM1,11453.0,IMDM Derby.pdf,581
574,ECM1,9696.0,IMDM Doncaster.pdf,574
574,WCI,,IMDM Middlesbrough.pdf,244
574,ECM1,,IMDM Peterborough.pdf,906
574,HAY1,1317.0,IMDM York.pdf,571
574,,,NW3000 Signal Diagrams.pdf,158
574,CNH1,12.0,NW3003 - Chester East Jn to Acton Grange Jn - V1.8.pdf,4
574,DCL,,Thames Valley Track Diagrams.pdf,94
574,,,WALES Feb 26.pdf,8
574,MLN1,8129.0,Western Route 2025.pdf,120
574,DCL,,Western Route 2025.pdf,257
574,SWB,8340.0,Western Route 2025.pdf,305
574A,SPC1,,IMDM Bedford.pdf,4
574A,,,Wessex Track Diagrams V34 Planning Notes.pdf,35
574B,SPC1,,IMDM Bedford.pdf,4
574B,,,Wessex Track Diagrams V34 Planning Notes.pdf,35
574C,SPC1,,IMDM Bedford.pdf,125
575,GSM3,8334.0,IMDM Bedford.pdf,101
575,GSM3,8334.0,IMDM Derby.pdf,101
575,KSL,,IMDM Derby.pdf,146
575,ECM1,13006.0,IMDM Doncaster.pdf,2
575,ECM8,4269.0,IMDM Newcastle.pdf,575
575,LEN3,7252.0,IMDM Newcastle.pdf,587
575,,3273.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,14
575,,,WALES Feb 26.pdf,8
5751,ECM1,12532.0,IMDM Doncaster.pdf,36
5752,ECM1,12532.0,IMDM Doncaster.pdf,36
5753,ECM1,,IMDM Doncaster.pdf,36
5756,TJC1,,IMDM Sheffield.pdf,4
5758,HUL1,254.0,IMDM York.pdf,2
5759A,HAU,8062.0,IMDM Sheffield.pdf,128
5759A,MAC3,,IMDM Sheffield.pdf,141
5759B,MAC3,,IMDM Sheffield.pdf,141
575A,,,Anglia-Track-Diagrams---Feburary-2025-Edition.pdf,4
575A,SPC1,,IMDM Bedford.pdf,125
575A,,,Wessex Track Diagrams V34 Planning Notes.pdf,35
575B,,,Anglia-Track-Diagrams---Feburary-2025-Edition.pdf,4
575B,SPC1,,IMDM Bedford.pdf,125
575B,,,Wessex Track Diagrams V34 Planning Notes.pdf,35
575C,SPC1,,IMDM Bedford.pdf,125
576,,66.0,Anglia-Track-Diagrams---Feburary-2025-Edition.pdf,4
576,,412.0,Anglia-Track-Diagrams---Feburary-2025-Edition.pdf,616
576,ECM5,,IMDM Darlington.pdf,2
576,SFQ,8959.0,IMDM Derby.pdf,35
576,KSL,,IMDM Derby.pdf,146
576,DSN2,927.0,IMDM Middlesbrough.pdf,536
576,NEK,,IMDM Newcastle.pdf,571
576,MAC3,,IMDM Sheffield.pdf,78
576,WKC,1074.0,IMDM Sheffield.pdf,656
576,,6036.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,8
576,,2435.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,13
576,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
576,BOK,,Thames Valley Track Diagrams.pdf,155
576,,,WALES Feb 26.pdf,8
5760,HAU,8062.0,IMDM Sheffield.pdf,128
5760,HAU,,IMDM Sheffield.pdf,128
5760,MAC3,,IMDM Sheffield.pdf,141
5761,ECM1,,IMDM Doncaster.pdf,36
5762,ECM1,,IMDM Doncaster.pdf,36
5762,BRI1,125.0,IMDM Sheffield.pdf,149
5762T,,,IMDM Derby.pdf,1
5763,MAC3,100.0,IMDM Sheffield.pdf,141
5763,HAU,,IMDM Sheffield.pdf,149
5763,BRI1,8063.0,IMDM Sheffield.pdf,149
5764A,MAC3,,IMDM Sheffield.pdf,141
5764A,HAU,,IMDM Sheffield.pdf,149
5764A,BRI1,,IMDM Sheffield.pdf,149
5764B,MAC3,,IMDM Sheffield.pdf,141
5764B,BRI1,8006.0,IMDM Sheffield.pdf,149
5765,MAC3,,IMDM Sheffield.pdf,141
5765,HAU,,IMDM Sheffield.pdf,149
5765,BRI1,8013.0,IMDM Sheffield.pdf,149
576A,GSM3,8334.0,IMDM Bedford.pdf,101
576A,SPC1,,IMDM Bedford.pdf,125
576A,GSM3,8334.0,IMDM Derby.pdf,101
576A,,,Wessex Track Diagrams V34 Planning Notes.pdf,35
576B,GSM3,8334.0,IMDM Bedford.pdf,101
576B,SPC1,,IMDM Bedford.pdf,125
576B,GSM3,8334.0,IMDM Derby.pdf,101
576B,,,Wessex Track Diagrams V34 Planning Notes.pdf,35
576C,SPC1,,IMDM Bedford.pdf,125
577,SPC1,,IMDM Bedford.pdf,2
577,TSN2,,IMDM Derby.pdf,3
577,TSN2,,IMDM Derby.pdf,3
577,TSN2,,IMDM Derby.pdf,3
577,TSN2,,IMDM Derby.pdf,3
577,TCC,10968.0,IMDM Derby.pdf,583
577,NEC2,,IMDM Middlesbrough.pdf,146
577,NEK,156.0,IMDM Newcastle.pdf,571
577,LEN3,7252.0,IMDM Newcastle.pdf,587
577,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,13
577,,538.0,"NW1001, NW4001.pdf",30
577,,,WALES Feb 26.pdf,8
577,SIV,,Western Route 2025.pdf,493
5772,WME,1269.0,IMDM Sheffield.pdf,6
5772,WME,1269.0,IMDM Sheffield.pdf,6
5774A,DOW,,IMDM Doncaster.pdf,3
5774B,DOW,,IMDM Doncaster.pdf,3
5776A,DOW,,IMDM Doncaster.pdf,3
5776B,DOW,,IMDM Doncaster.pdf,3
5777,DOW,,IMDM Doncaster.pdf,3
5779A,DOW,,IMDM Sheffield.pdf,90
5779B,DOW,7615.0,IMDM Sheffield.pdf,90
577A,SPC1,,IMDM Bedford.pdf,125
577B,SPC1,,IMDM Bedford.pdf,4
577C,SPC1,,IMDM Bedford.pdf,4
577D,SPC5,,IMDM Bedford.pdf,45
577L,HUL4,,IMDM Leeds.pdf,8
577L,HUL4,,IMDM Leeds.pdf,8
578,SPC5,,IMDM Bedford.pdf,45
578,,,IMDM Bedford.pdf,75
578,TSN2,,IMDM Derby.pdf,3
578,TSN2,,IMDM Derby.pdf,3
578,TSN2,,IMDM Derby.pdf,3
578,TSN2,,IMDM Derby.pdf,3
578,SPD2,5553.0,IMDM Derby.pdf,546
578,BKS,,IMDM Doncaster.pdf,1
578,DOW,7615.0,IMDM Doncaster.pdf,3
578,MBW1,,IMDM Middlesbrough.pdf,3
578,WCI,,IMDM Middlesbrough.pdf,244
578,BKS,,IMDM Sheffield.pdf,1
578,MAC3,,IMDM Sheffield.pdf,78
578,,256.0,Kent Track Diagrams January 2026_001.pdf,10
578,,,SC009 Lanark Jn - Lanark Stn .pdf,5
578,,,WALES Feb 26.pdf,8
5781A,DOW,7615.0,IMDM Sheffield.pdf,90
5781B,DOW,7615.0,IMDM Sheffield.pdf,90
5782,DOW,7615.0,IMDM Doncaster.pdf,3
5787A,DOW,,IMDM Doncaster.pdf,3
5787B,DOW,7615.0,IMDM Doncaster.pdf,3
5788,DOW,7615.0,IMDM Doncaster.pdf,3
578A,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,13
578B,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,13
579,,,Anglia-Track-Diagrams---Feburary-2025-Edition.pdf,8
579,SPC5,,IMDM Bedford.pdf,45
579,TCC,10968.0,IMDM Derby.pdf,583
579,BKS,,IMDM Doncaster.pdf,1
579,DOW,,IMDM Doncaster.pdf,59
579,ECM1,4024.0,IMDM Peterborough.pdf,127
579,BKS,,IMDM Sheffield.pdf,1
579,,,WALES Feb 26.pdf,8
5790,DOW,7615.0,IMDM Doncaster.pdf,3
5790A,DOW,7615.0,IMDM Sheffield.pdf,90
5790B,DOW,7615.0,IMDM Doncaster.pdf,3
5790C,DOW,,IMDM Sheffield.pdf,90
5791,DOW,7615.0,IMDM Doncaster.pdf,3
5791A,DOW,7615.0,IMDM Sheffield.pdf,90
5791B,DOW,7615.0,IMDM Sheffield.pdf,90
5792,DOW,,IMDM Doncaster.pdf,3
5792A,DOW,7615.0,IMDM Sheffield.pdf,90
5792B,DOW,,IMDM Sheffield.pdf,90
5793A,DOW,,IMDM Sheffield.pdf,90
5793B,DOW,,IMDM Doncaster.pdf,3
5794A,DOW,,IMDM Sheffield.pdf,90
5794B,DOW,,IMDM Doncaster.pdf,3
5795,DOW,,IMDM Doncaster.pdf,3
5796,DOW,,IMDM Sheffield.pdf,90
5798A,DOW,7615.0,IMDM Sheffield.pdf,90
5798B,DOW,7615.0,IMDM Doncaster.pdf,3
5799,DOW,,IMDM Sheffield.pdf,90
579A,SPC1,,IMDM Bedford.pdf,4
579A,,1842.0,Wessex Track Diagrams V34 Planning Notes.pdf,34
579B,SPC1,,IMDM Bedford.pdf,4
579B,,517.0,NW2023 (inc. NW1025 & NW2025) - Springs Branch Jn to Huyton Jn - V1.2.pdf,17
579C,SPC1,,IMDM Bedford.pdf,125
57B,,9759.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,12
58,,,Kent Track Diagrams January 2026_001.pdf,60
58,,218.0,Kent Track Diagrams January 2026_001.pdf,64
58,,5860.0,Kent Track Diagrams January 2026_001.pdf,78
58,,218.0,Kent Track Diagrams January 2026_001.pdf,91
58,,4034.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,15
58,,218.0,Sussex Track Diagrams January 2026 001.pdf,37
58,,2568.0,Sussex Track Diagrams January 2026 001.pdf,66
58,,3967.0,Sussex Track Diagrams January 2026 001.pdf,73
58,MLN1,4781.0,Thames Valley Track Diagrams.pdf,13
58,DCL,,Thames Valley Track Diagrams.pdf,93
58,BHL,,Thames Valley Track Diagrams.pdf,136
58,,,WALES Feb 26.pdf,5
58,,,Wessex Track Diagrams V34 Planning Notes.pdf,25
58,,10870.0,Wessex Track Diagrams V34 Planning Notes.pdf,44
58,,5299.0,Wessex Track Diagrams V34 Planning Notes.pdf,60
58,,,Wessex Track Diagrams V34 Planning Notes.pdf,74
58,,857.0,Wessex Track Diagrams V34 Planning Notes.pdf,89
58,MLN3,24028.0,Western Route 2025.pdf,32
58,MLN1,17106.0,Western Route 2025.pdf,71
58,MLN1,9478.0,Western Route 2025.pdf,111
58,DCL,4916.0,Western Route 2025.pdf,257
58,CNX,9604.0,Western Route 2025.pdf,345
58,BGL2,,Western Route 2025.pdf,360
58,BAG2,4745.0,Western Route 2025.pdf,377
58,OWW,9607.0,Western Route 2025.pdf,382
58,BAG2,,Western Route 2025.pdf,410
58,POD,9964.0,Western Route 2025.pdf,414
58,DAC,15043.0,Western Route 2025.pdf,443
58,SAL,,Western Route 2025.pdf,506
58,,,Western Route 2025.pdf,516
58,,,Western Route 2025.pdf,518
580,SPC2,4439.0,IMDM Bedford.pdf,57
580,ECM5,421.0,IMDM Darlington.pdf,574
580,KWS,,IMDM Doncaster.pdf,1
580,KWS,,IMDM Doncaster.pdf,1
580,ECM1,13092.0,IMDM Doncaster.pdf,2
580,ECM1,,IMDM Doncaster.pdf,104
580,SMJ2,38.0,IMDM Leeds.pdf,2
580,MBW1,744.0,IMDM Middlesbrough.pdf,3
580,DSN3,,IMDM Middlesbrough.pdf,207
580,MAC3,,IMDM Sheffield.pdf,78
580,KWS,,IMDM York.pdf,1
580,KWS,,IMDM York.pdf,47
580,,,WALES Feb 26.pdf,8
5800,DOW,,IMDM Doncaster.pdf,3
5800,,,Kent Track Diagrams January 2026_001.pdf,27
5801,DOW,,IMDM Doncaster.pdf,3
5801A,DOW,,IMDM Sheffield.pdf,90
5802,DOW,,IMDM Doncaster.pdf,3
5802,,,IMDM Peterborough.pdf,707
5803A,DOW,7576.0,IMDM Doncaster.pdf,3
5803B,DOW,,IMDM Doncaster.pdf,3
5804A,SPC1,448.0,IMDM Bedford.pdf,4
5804A,SBR,,IMDM Peterborough.pdf,293
5804A,DOW,,IMDM Sheffield.pdf,90
5804B,SBR,,IMDM Peterborough.pdf,293
5804B,DOW,,IMDM Sheffield.pdf,90
5805,DOW,,IMDM Doncaster.pdf,3
5805A,SBR,,IMDM Peterborough.pdf,293
5805B,SBR,,IMDM Peterborough.pdf,293
5806A,DOW,,IMDM Doncaster.pdf,3
5806B,DOW,,IMDM Doncaster.pdf,3
5807A,SBR,,IMDM Peterborough.pdf,293
5809A,SBR,,IMDM Peterborough.pdf,293
5809B,SBR,,IMDM Peterborough.pdf,293
580A,SPC1,,IMDM Bedford.pdf,125
580A,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
580B,SPC1,,IMDM Bedford.pdf,125
580B,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
581,,,Anglia-Track-Diagrams---Feburary-2025-Edition.pdf,4
581,SPC8,11450.0,IMDM Derby.pdf,555
581,AJM1,11453.0,IMDM Derby.pdf,581
581,SPD2,5694.0,IMDM Derby.pdf,590
581,CJS,5517.0,IMDM Doncaster.pdf,3
581,ECM1,9828.0,IMDM Doncaster.pdf,574
581,SSK1,,IMDM Middlesbrough.pdf,217
581,TEY,,IMDM Newcastle.pdf,581
581,MAC3,7320.0,IMDM Sheffield.pdf,78
581,YMS,329.0,IMDM York.pdf,581
581,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
581,ANL,,Thames Valley Track Diagrams.pdf,64
581,BOK,,Thames Valley Track Diagrams.pdf,156
581,,,WALES Feb 26.pdf,8
581,MLN4,25679.0,Western Route 2025.pdf,21
581,MLN1,,Western Route 2025.pdf,73
581,MLN1,,Western Route 2025.pdf,99
581,ANL,,Western Route 2025.pdf,194
5810,DOW,7508.0,IMDM Sheffield.pdf,90
5810A,SBR,,IMDM Peterborough.pdf,293
5811,SSK1,,IMDM Middlesbrough.pdf,217
5811,,,IMDM Peterborough.pdf,707
5812A,SBR,,IMDM Peterborough.pdf,293
5812B,SBR,,IMDM Peterborough.pdf,293
5813A,SBR,,IMDM Peterborough.pdf,293
5813B,SBR,,IMDM Peterborough.pdf,293
5814,ECM1,,IMDM Peterborough.pdf,150
5814A,SBR,,IMDM Peterborough.pdf,293
5814B,SBR,,IMDM Peterborough.pdf,293
5815,,10837.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,11
5816,SBR,,IMDM Peterborough.pdf,293
5817,SBR,,IMDM Peterborough.pdf,293
5818A,SBR,,IMDM Peterborough.pdf,293
5818B,SBR,,IMDM Peterborough.pdf,293
581A,SPC1,,IMDM Bedford.pdf,125
581B,SPC1,,IMDM Bedford.pdf,125
581C,SPC1,,IMDM Bedford.pdf,125
582,HOS,,IMDM Darlington.pdf,522
582,BKS,,IMDM Doncaster.pdf,1
582,ECM1,,IMDM Doncaster.pdf,2
582,CJS,5553.0,IMDM Doncaster.pdf,3
582,SSK1,,IMDM Middlesbrough.pdf,217
582,SSK1,,IMDM Middlesbrough.pdf,217
582,BKS,,IMDM Sheffield.pdf,1
582,OAJ,,IMDM York.pdf,1
582,,,LNW - West  Mids & Chilterns Maps (Version 13).pdf,24
582,BHL,,Thames Valley Track Diagrams.pdf,128
582,,,WALES Feb 26.pdf,8
582,BOK,,Western Route 2025.pdf,188
5820A,SBR,2631.0,IMDM Peterborough.pdf,293
5820B,SBR,2631.0,IMDM Peterborough.pdf,293
5821,,,IMDM Peterborough.pdf,707
5821,,8957.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,9
5822,SBR,2631.0,IMDM Peterborough.pdf,293
5822,,10051.0,LNW - West  Mids & Chilterns Maps (Version 13).pdf,10
5823,ECM1,,IMDM Peterborough.pdf,150
5824A,ECM1,,IMDM Peterborough.pdf,339
5824B,ECM1,,IMDM Peterborough.pdf,339
582A,SPC1,,IMDM Bedford.pdf,125
582B,SPC1,,IMDM Bedford.pdf,125
582C,SPC1,,IMDM Bedford.pdf,4
583,SPC1,,IMDM Bedford.pdf,4
583,TCC,10968.0,IMDM Derby.pdf,583
